Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-02T17:58:44.754Z","pro-free-trial","auto","No","4570","0","342649","370","347589","Included"
"2025-09-02T17:58:07.046Z","pro-free-trial","auto","No","3711","0","486896","517","491124","Included"
"2025-09-02T17:57:29.762Z","pro-free-trial","auto","No","1641","0","77208","283","79132","Included"
"2025-09-02T17:57:18.526Z","pro-free-trial","auto","No","4211","0","72998","250","77459","Included"
"2025-09-02T17:55:27.757Z","Errored, Not Charged","auto","No","2227","89","161582","577","164475","Included"
"2025-09-02T17:54:07.468Z","pro-free-trial","auto","No","8917","0","353117","388","362422","Included"
"2025-09-02T17:54:00.227Z","pro-free-trial","auto","No","0","0","0","0","0","Included"
"2025-09-02T17:52:24.818Z","pro-free-trial","auto","No","7837","0","697462","498","705797","Included"
"2025-09-02T17:52:03.347Z","Errored, Not Charged","auto","No","4821","0","249066","261","254148","Included"
"2025-09-02T17:49:46.486Z","pro-free-trial","auto","No","9684","0","165804","277","175765","Included"
"2025-09-02T17:49:20.590Z","pro-free-trial","auto","No","10062","10509","43554","328","64453","Included"
"2025-09-02T17:48:31.041Z","pro-free-trial","auto","No","5848","0","189883","332","196063","Included"
"2025-09-02T17:46:57.812Z","pro-free-trial","auto","No","4277","7871","38985","452","51585","Included"
"2025-09-02T17:46:18.282Z","pro-free-trial","auto","No","1206","0","76668","146","78020","Included"
"2025-09-02T17:42:21.793Z","pro-free-trial","auto","No","10523","0","353115","6766","370404","Included"
"2025-09-02T17:42:00.542Z","Errored, Not Charged","auto","No","19479","0","40632","430","60541","Included"
"2025-09-02T17:40:26.864Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T17:38:31.528Z","pro-free-trial","auto","No","9892","0","310144","470","320506","Included"
"2025-09-02T17:37:13.792Z","pro-free-trial","auto","No","9690","0","87248","467","97405","Included"
"2025-09-02T17:34:54.524Z","pro-free-trial","auto","No","11393","0","1274991","1782","1288166","Included"
"2025-09-02T17:29:17.036Z","pro-free-trial","auto","No","37936","0","4546188","8339","4592463","Included"
"2025-09-02T17:28:55.034Z","pro-free-trial","auto","No","45011","0","7323","1279","53613","Included"
"2025-09-02T17:27:30.263Z","Errored, Not Charged","auto","No","42566","81942","8918","13780","147206","Included"
"2025-09-02T17:26:15.189Z","Errored, Not Charged","auto","No","14886","0","1488574","1782","1505242","Included"
"2025-09-02T17:21:43.985Z","pro-free-trial","auto","No","13700","0","827317","1545","842562","Included"
"2025-09-02T17:18:25.660Z","pro-free-trial","auto","No","27319","0","2719345","4856","2751520","Included"
"2025-09-02T17:15:10.849Z","pro-free-trial","auto","No","61147","0","1435977","2491","1499615","Included"
"2025-09-02T17:00:47.116Z","Errored, Not Charged","auto","No","44688","0","1975076","11838","2031602","Included"
"2025-09-02T16:55:23.774Z","pro-free-trial","auto","No","6968","0","1076799","952","1084719","Included"
"2025-09-02T16:53:46.176Z","pro-free-trial","auto","No","85471","27638","655602","5203","773914","Included"
"2025-09-02T16:52:00.798Z","pro-free-trial","auto","No","10524","273715","72939","8845","366023","Included"
"2025-09-02T16:45:33.263Z","pro-free-trial","auto","No","77274","0","9001770","16533","9095577","Included"
"2025-09-02T16:45:13.512Z","Errored, Not Charged","auto","No","1851","0","168935","881","171667","Included"
"2025-09-02T16:43:53.959Z","Errored, Not Charged","auto","No","2548","0","215146","1415","219109","Included"
"2025-09-02T16:43:19.747Z","pro-free-trial","auto","No","21998","0","132886","1538","156422","Included"
"2025-09-02T16:42:42.658Z","pro-free-trial","auto","No","526","0","83424","157","84107","Included"
"2025-09-02T16:42:31.767Z","Errored, Not Charged","auto","No","1716","0","247711","427","249854","Included"
"2025-09-02T16:41:25.024Z","pro-free-trial","auto","No","490","0","81222","1064","82776","Included"
"2025-09-02T16:35:51.811Z","pro-free-trial","auto","No","29292","0","265082","678","295052","Included"
"2025-09-02T16:31:04.246Z","pro-free-trial","auto","No","44841","232","769228","4437","818738","Included"
"2025-09-02T16:15:12.404Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T16:13:33.801Z","pro-free-trial","auto","No","103453","0","1424425","1114","1528992","Included"
"2025-09-02T16:12:23.992Z","pro-free-trial","auto","No","698","0","213740","348","214786","Included"
"2025-09-02T16:12:02.625Z","pro-free-trial","auto","No","7170","0","418218","452","425840","Included"
"2025-09-02T16:00:37.642Z","pro-free-trial","auto","No","200660","33349","7318946","28899","7581854","Included"
"2025-09-02T15:22:23.298Z","pro-free-trial","auto","No","37979","0","1823642","11061","1872682","Included"
"2025-09-02T15:18:03.826Z","pro-free-trial","auto","No","14802","0","905830","8218","928850","Included"
"2025-09-02T15:16:18.278Z","Errored, Not Charged","auto","No","22387","0","260919","2297","285603","Included"
"2025-09-02T15:15:04.369Z","pro-free-trial","auto","No","3889","0","233520","563","237972","Included"
"2025-09-02T15:14:03.421Z","pro-free-trial","auto","No","1953","0","298586","862","301401","Included"
"2025-09-02T15:13:54.414Z","Errored, Not Charged","auto","No","448","0","71968","106","72522","Included"
"2025-09-02T15:13:08.030Z","pro-free-trial","auto","No","748","0","141788","321","142857","Included"
"2025-09-02T15:12:56.299Z","pro-free-trial","auto","No","28007","0","7114","194","35315","Included"
"2025-09-02T15:11:32.132Z","pro-free-trial","auto","No","54585","59832","51623","5483","171523","Included"
"2025-09-02T15:09:33.507Z","pro-free-trial","auto","No","57057","0","291939","2265","351261","Included"
"2025-09-02T15:01:04.944Z","pro-free-trial","auto","No","82501","0","4175598","35040","4293139","Included"
"2025-09-02T14:56:48.697Z","pro-free-trial","auto","No","57609","0","3342627","18878","3419114","Included"
"2025-09-02T14:54:45.910Z","pro-free-trial","auto","No","1863","0","563989","589","566441","Included"
"2025-09-02T14:52:58.694Z","pro-free-trial","auto","No","4548","0","854871","1121","860540","Included"
"2025-09-02T14:49:10.822Z","pro-free-trial","auto","No","7042","0","1288218","922","1296182","Included"
"2025-09-02T14:47:24.586Z","pro-free-trial","auto","No","58846","0","734928","1122","794896","Included"
"2025-09-02T14:42:31.782Z","pro-free-trial","auto","No","45847","0","1641355","11522","1698724","Included"
"2025-09-02T14:32:36.375Z","pro-free-trial","auto","No","8749","0","760392","1042","770183","Included"
"2025-09-02T14:25:41.267Z","pro-free-trial","auto","No","40574","0","1377898","10962","1429434","Included"
"2025-09-02T14:24:11.673Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T14:23:40.819Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T14:21:02.106Z","Errored, Not Charged","auto","No","13223","0","3401933","3571","3418727","Included"
"2025-09-02T14:19:00.781Z","pro-free-trial","auto","No","22277","0","458869","622","481768","Included"
"2025-09-02T14:16:30.739Z","pro-free-trial","auto","No","7767","0","609830","1466","619063","Included"
"2025-09-02T14:14:20.293Z","pro-free-trial","auto","No","19017","0","4839275","6367","4864659","Included"
"2025-09-02T14:13:10.000Z","Errored, Not Charged","auto","No","66702","0","719399","2729","788830","Included"
"2025-09-02T14:11:55.505Z","pro-free-trial","auto","No","37678","0","815191","13111","865980","Included"
"2025-09-02T14:09:56.817Z","pro-free-trial","auto","No","8518","0","1279774","3057","1291349","Included"
"2025-09-02T14:08:50.071Z","pro-free-trial","auto","No","3791","0","285167","555","289513","Included"
"2025-09-02T14:03:31.512Z","pro-free-trial","auto","No","48305","175","3089724","14661","3152865","Included"
"2025-09-02T14:02:12.903Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T13:57:13.628Z","pro-free-trial","auto","No","17031","0","1900299","7944","1925274","Included"
"2025-09-02T13:54:43.997Z","pro-free-trial","auto","No","6335","0","883941","2984","893260","Included"
"2025-09-02T13:53:19.731Z","Errored, Not Charged","auto","No","7080","1851","730429","4284","743644","Included"
"2025-09-02T13:49:51.183Z","pro-free-trial","auto","No","18449","0","662659","1388","682496","Included"
"2025-09-02T13:46:58.973Z","pro-free-trial","auto","No","11881","0","852561","2826","867268","Included"
"2025-09-02T13:43:39.786Z","pro-free-trial","auto","No","2498","0","173114","422","176034","Included"
"2025-09-02T13:41:34.910Z","pro-free-trial","auto","No","8814","1067","555225","1671","566777","Included"
"2025-09-02T13:36:02.911Z","pro-free-trial","auto","No","18395","0","930847","2570","951812","Included"
"2025-09-02T13:34:08.833Z","pro-free-trial","auto","No","27365","0","208394","930","236689","Included"
"2025-09-02T13:31:01.269Z","pro-free-trial","auto","No","945","238","60224","888","62295","Included"
"2025-09-02T13:24:15.081Z","pro-free-trial","auto","No","5817","0","138952","5265","150034","Included"
"2025-09-02T13:23:46.550Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T13:18:42.337Z","pro-free-trial","auto","No","17595","0","169455","7686","194736","Included"
"2025-09-02T13:14:14.763Z","pro-free-trial","auto","No","916","0","132608","151","133675","Included"
"2025-09-02T13:09:05.199Z","pro-free-trial","auto","No","48868","0","906059","4030","958957","Included"
"2025-09-02T13:02:53.117Z","pro-free-trial","auto","No","23733","0","568606","10758","603097","Included"
"2025-09-02T12:56:20.107Z","Errored, Not Charged","auto","No","30662","0","7648","1269","39579","Included"
"2025-09-02T12:51:02.252Z","pro-free-trial","auto","No","109144","0","3059795","8509","3177448","Included"
"2025-09-02T12:17:59.649Z","pro-free-trial","auto","No","3858","0","251563","585","256006","Included"
"2025-09-02T12:16:54.206Z","pro-free-trial","auto","No","2507","0","494570","712","497789","Included"
"2025-09-02T12:11:54.666Z","pro-free-trial","auto","No","73694","0","2711541","12361","2797596","Included"
"2025-09-02T10:47:52.389Z","pro-free-trial","auto","No","44776","0","1909458","22205","1976439","Included"
"2025-09-02T10:41:17.751Z","Errored, Not Charged","auto","No","6376","0","244342","4437","255155","Included"
"2025-09-02T10:40:29.643Z","Errored, Not Charged","auto","No","3101","0","152572","1478","157151","Included"
"2025-09-02T10:38:43.890Z","Errored, Not Charged","auto","No","4131","0","56827","595","61553","Included"
"2025-09-02T10:32:29.889Z","Errored, Not Charged","auto","No","1240","0","373445","239","374924","Included"
"2025-09-02T10:30:28.837Z","pro-free-trial","auto","No","4390","0","791794","1293","797477","Included"
"2025-09-02T10:28:38.151Z","pro-free-trial","auto","No","2395","0","338591","450","341436","Included"
"2025-09-02T10:24:28.916Z","pro-free-trial","auto","No","23847","0","505759","1657","531263","Included"
"2025-09-02T10:23:20.066Z","pro-free-trial","auto","No","1902","0","62129","486","64517","Included"
"2025-09-02T10:19:04.519Z","Errored, Not Charged","auto","No","25691","0","1257782","5661","1289134","Included"
"2025-09-02T10:10:35.834Z","Errored, Not Charged","auto","No","29707","0","730935","21359","782001","Included"
"2025-09-01T19:09:18.618Z","pro-free-trial","auto","No","52392","0","413547","1004","466943","Included"
"2025-09-01T18:36:06.539Z","pro-free-trial","auto","No","4874","0","486891","1201","492966","Included"
"2025-09-01T18:35:52.198Z","pro-free-trial","auto","No","44570","0","6918","38","51526","Included"
"2025-09-01T18:03:45.421Z","pro-free-trial","auto","No","8657","0","528619","987","538263","Included"
"2025-09-01T18:02:11.532Z","pro-free-trial","auto","No","2725","0","199561","465","202751","Included"
"2025-09-01T18:02:03.691Z","Errored, Not Charged","auto","No","7","0","38586","91","38684","Included"
"2025-09-01T18:01:36.337Z","Errored, Not Charged","auto","No","577","0","38017","81","38675","Included"
"2025-09-01T17:46:38.630Z","pro-free-trial","auto","No","4793","0","284997","1122","290912","Included"
"2025-09-01T17:43:50.817Z","pro-free-trial","auto","No","3134","0","189505","596","193235","Included"
"2025-09-01T17:41:36.009Z","pro-free-trial","auto","No","7896","0","417237","1801","426934","Included"
"2025-09-01T17:39:31.776Z","pro-free-trial","auto","No","16711","101027","204444","6390","328572","Included"
"2025-09-01T17:37:55.233Z","pro-free-trial","auto","No","10032","95850","152590","3935","262407","Included"
"2025-09-01T17:37:44.770Z","Errored, Not Charged","auto","No","1733","0","218696","262","220691","Included"
"2025-09-01T17:37:37.823Z","Errored, Not Charged","auto","No","377","0","108521","86","108984","Included"
"2025-09-01T17:37:20.128Z","pro-free-trial","auto","No","362","0","108160","275","108797","Included"
"2025-09-01T17:30:18.757Z","pro-free-trial","auto","No","1722","0","535061","395","537178","Included"
"2025-09-01T17:28:33.652Z","pro-free-trial","auto","No","519","0","212191","334","213044","Included"
"2025-09-01T17:28:17.938Z","pro-free-trial","auto","No","618","0","210986","338","211942","Included"
"2025-09-01T17:27:26.186Z","pro-free-trial","auto","No","4000","0","722031","807","726838","Included"
"2025-09-01T17:27:08.251Z","pro-free-trial","auto","No","97496","0","3822","261","101579","Included"
"2025-09-01T17:01:41.016Z","pro-free-trial","auto","No","97135","57208","202233","1799","358375","Included"
"2025-09-01T14:37:57.287Z","pro-free-trial","auto","No","2619","0","383601","736","386956","Included"
"2025-09-01T14:33:35.929Z","pro-free-trial","auto","No","1449","0","471553","376","473378","Included"
"2025-09-01T14:31:07.909Z","pro-free-trial","auto","No","554","0","186804","210","187568","Included"
"2025-09-01T14:23:23.881Z","pro-free-trial","auto","No","5416","0","357487","3251","366154","Included"
"2025-09-01T14:21:38.326Z","pro-free-trial","auto","No","907","0","174607","137","175651","Included"
"2025-09-01T14:20:21.187Z","pro-free-trial","auto","No","1360","15074","261030","596","278060","Included"
"2025-09-01T14:19:33.661Z","pro-free-trial","auto","No","9225","1213","191690","1301","203429","Included"
"2025-09-01T14:19:05.166Z","Errored, Not Charged","auto","No","883","0","256022","429","257334","Included"
"2025-09-01T14:18:24.807Z","pro-free-trial","auto","No","6615","0","78429","275","85319","Included"
"2025-09-01T14:17:08.363Z","Errored, Not Charged","auto","No","1139","882","88381","4233","94635","Included"
"2025-09-01T14:14:28.045Z","pro-free-trial","auto","No","7995","0","578130","3337","589462","Included"
"2025-09-01T14:11:24.167Z","pro-free-trial","auto","No","11856","0","241343","4545","257744","Included"
"2025-09-01T14:09:37.944Z","pro-free-trial","auto","No","1924","0","224931","1211","228066","Included"
"2025-09-01T14:09:05.715Z","pro-free-trial","auto","No","2936","0","159430","1260","163626","Included"
"2025-09-01T14:08:04.925Z","pro-free-trial","auto","No","8848","0","187115","2227","198190","Included"
"2025-09-01T14:07:56.892Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-01T14:07:48.687Z","Errored, Not Charged","auto","No","1811","0","83774","181","85766","Included"
"2025-09-01T14:05:29.337Z","pro-free-trial","auto","No","37785","0","141760","4569","184114","Included"
"2025-09-01T14:05:07.262Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-01T14:04:02.054Z","Errored, Not Charged","auto","No","0","88601","0","4031","92632","Included"
"2025-09-01T13:59:44.761Z","pro-free-trial","auto","No","105845","0","758352","1279","865476","Included"
"2025-09-01T13:48:37.215Z","pro-free-trial","auto","No","19438","27098","1261608","8730","1316874","Included"
"2025-09-01T13:45:00.364Z","pro-free-trial","auto","No","1893","0","424941","297","427131","Included"
"2025-09-01T13:42:50.758Z","pro-free-trial","auto","No","9371","0","74767","478","84616","Included"
"2025-09-01T13:40:03.753Z","pro-free-trial","auto","No","81087","0","580780","753","662620","Included"
"2025-09-01T13:38:21.349Z","Errored, Not Charged","auto","No","3058","0","633545","2076","638679","Included"
"2025-09-01T13:37:04.367Z","Errored, Not Charged","auto","No","3211","0","303282","2006","308499","Included"
"2025-09-01T13:36:21.830Z","Errored, Not Charged","auto","No","3849","0","579192","624","583665","Included"
"2025-09-01T13:33:18.765Z","pro-free-trial","auto","No","10036","0","467658","4264","481958","Included"
"2025-09-01T13:31:33.827Z","pro-free-trial","auto","No","5468","0","408999","2362","416829","Included"
"2025-09-01T13:30:45.189Z","pro-free-trial","auto","No","2952","0","321952","737","325641","Included"
"2025-09-01T13:30:27.820Z","pro-free-trial","auto","No","453","0","51745","344","52542","Included"
"2025-09-01T13:29:42.065Z","pro-free-trial","auto","No","5782","0","289286","581","295649","Included"
"2025-09-01T13:28:14.400Z","pro-free-trial","auto","No","682","0","91020","157","91859","Included"
"2025-09-01T13:26:42.340Z","pro-free-trial","auto","No","5337","0","428307","1394","435038","Included"
"2025-09-01T13:24:33.084Z","pro-free-trial","auto","No","16373","0","285933","2304","304610","Included"
"2025-09-01T13:19:20.285Z","pro-free-trial","auto","No","11177","0","454132","2431","467740","Included"
"2025-09-01T13:19:16.633Z","Errored, Not Charged","auto","No","18577","0","3822","83","22482","Included"
"2025-09-01T12:50:22.327Z","pro-free-trial","auto","No","2147","0","79894","192","82233","Included"
"2025-09-01T12:46:12.894Z","pro-free-trial","auto","No","1986","0","90124","382","92492","Included"
"2025-09-01T12:44:54.679Z","pro-free-trial","auto","No","2363","221","69726","2055","74365","Included"
"2025-09-01T12:43:39.024Z","pro-free-trial","auto","No","1840","0","68485","435","70760","Included"
"2025-09-01T12:42:38.407Z","pro-free-trial","auto","No","3334","0","67481","1284","72099","Included"
"2025-09-01T12:40:10.577Z","pro-free-trial","auto","No","5811","0","70776","992","77579","Included"
"2025-09-01T12:39:25.308Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-01T10:41:25.502Z","pro-free-trial","auto","No","92255","0","188315","114","280684","Included"
"2025-09-01T10:39:19.994Z","pro-free-trial","auto","No","12937","0","840108","4674","857719","Included"
"2025-09-01T10:36:47.197Z","pro-free-trial","auto","No","10282","0","643514","5637","659433","Included"
"2025-09-01T10:36:05.914Z","pro-free-trial","auto","No","64160","0","125798","469","190427","Included"
"2025-09-01T10:25:29.447Z","pro-free-trial","auto","No","3551","0","327551","490","331592","Included"
"2025-09-01T10:24:27.134Z","pro-free-trial","auto","No","48738","0","263130","503","312371","Included"
"2025-09-01T10:23:44.893Z","pro-free-trial","auto","No","15997","92916","5009","6013","119935","Included"
"2025-09-01T10:22:56.813Z","pro-free-trial","auto","No","11770","0","531730","913","544413","Included"
"2025-09-01T10:19:20.287Z","pro-free-trial","auto","No","2334","0","498957","447","501738","Included"
"2025-09-01T10:18:53.443Z","Errored, Not Charged","auto","No","3398","0","577777","626","581801","Included"
"2025-09-01T10:15:59.998Z","pro-free-trial","auto","No","295","0","94774","146","95215","Included"
"2025-09-01T10:14:04.889Z","pro-free-trial","auto","No","90953","0","3822","198","94973","Included"
"2025-09-01T09:50:53.182Z","pro-free-trial","auto","No","2103","0","464676","387","467166","Included"
"2025-09-01T09:50:30.602Z","pro-free-trial","auto","No","1152","0","182672","497","184321","Included"
"2025-09-01T09:49:54.499Z","pro-free-trial","auto","No","1216","0","180353","528","182097","Included"
"2025-09-01T09:49:36.028Z","pro-free-trial","auto","No","1149","0","178051","631","179831","Included"
"2025-09-01T09:48:52.579Z","pro-free-trial","auto","No","3180","0","347253","1154","351587","Included"
"2025-09-01T09:48:20.668Z","pro-free-trial","auto","No","1053","0","169467","646","171166","Included"
"2025-09-01T09:48:06.613Z","pro-free-trial","auto","No","673","0","168163","300","169136","Included"
"2025-09-01T09:47:54.579Z","pro-free-trial","auto","No","738","0","166782","307","167827","Included"
"2025-09-01T09:46:59.682Z","pro-free-trial","auto","No","3007","0","243413","1650","248070","Included"
"2025-09-01T09:46:03.667Z","pro-free-trial","auto","No","2638","0","234237","1409","238284","Included"
"2025-09-01T09:45:28.375Z","pro-free-trial","auto","No","1342","0","229876","621","231839","Included"
"2025-09-01T09:44:48.132Z","pro-free-trial","auto","No","3089","0","296803","1284","301176","Included"
"2025-09-01T09:44:26.303Z","pro-free-trial","auto","No","646","0","145262","244","146152","Included"
"2025-09-01T09:43:24.972Z","pro-free-trial","auto","No","1397","0","214724","365","216486","Included"
"2025-09-01T09:42:53.759Z","pro-free-trial","auto","No","2239","0","278630","830","281699","Included"
"2025-09-01T09:42:21.967Z","pro-free-trial","auto","No","3394","0","401417","858","405669","Included"
"2025-09-01T09:41:54.259Z","pro-free-trial","auto","No","2100","0","192743","640","195483","Included"
"2025-09-01T09:41:36.850Z","pro-free-trial","auto","No","1097","0","126455","441","127993","Included"
"2025-09-01T09:41:27.235Z","Errored, Not Charged","auto","No","59176","0","3822","86","63084","Included"
"2025-09-01T09:41:07.134Z","pro-free-trial","auto","No","508","0","124824","143","125475","Included"
"2025-09-01T09:40:55.435Z","Errored, Not Charged","auto","No","299","0","61646","155","62100","Included"
"2025-09-01T09:40:31.680Z","pro-free-trial","auto","No","2896","0","299518","705","303119","Included"
"2025-09-01T09:40:05.013Z","pro-free-trial","auto","No","1356","0","231087","692","233135","Included"
"2025-09-01T09:39:20.476Z","Errored, Not Charged","auto","No","291","0","57169","128","57588","Included"
"2025-09-01T09:38:56.344Z","pro-free-trial","auto","No","1260","0","225220","544","227024","Included"
"2025-09-01T09:38:31.226Z","pro-free-trial","auto","No","603","14670","55311","596","71180","Included"
"2025-09-01T09:38:10.861Z","pro-free-trial","auto","No","1555","0","107791","180","109526","Included"
"2025-09-01T09:37:48.391Z","pro-free-trial","auto","No","3576","0","152360","1172","157108","Included"
"2025-09-01T09:37:23.464Z","pro-free-trial","auto","No","3668","0","141647","1141","146456","Included"
"2025-09-01T09:37:01.203Z","pro-free-trial","auto","No","2599","0","133722","1386","137707","Included"
"2025-09-01T09:36:35.611Z","pro-free-trial","auto","No","1844","0","128055","1187","131086","Included"
"2025-09-01T09:36:00.700Z","pro-free-trial","auto","No","2043","0","122199","1193","125435","Included"
"2025-09-01T09:35:12.837Z","pro-free-trial","auto","No","16616","0","99238","1699","117553","Included"
"2025-09-01T09:31:01.138Z","pro-free-trial","auto","No","41033","2676","124729","14120","182558","Included"
"2025-09-01T09:30:52.342Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-01T09:30:14.821Z","pro-free-trial","auto","No","3255","0","84741","1444","89440","Included"
"2025-09-01T09:29:44.509Z","pro-free-trial","auto","No","1992","0","74393","813","77198","Included"
"2025-09-01T09:29:33.049Z","Errored, Not Charged","auto","No","464","0","34012","121","34597","Included"
"2025-09-01T09:28:44.054Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-01T09:28:27.141Z","pro-free-trial","auto","No","1780","0","62021","580","64381","Included"
"2025-09-01T09:27:57.647Z","Errored, Not Charged","auto","No","1012","0","4107","84","5203","Included"
"2025-09-01T09:27:25.540Z","Errored, Not Charged","auto","No","5058","85348","30537","3178","124121","Included"
"2025-09-01T09:26:34.855Z","pro-free-trial","auto","No","701","0","214657","362","215720","Included"
"2025-09-01T09:26:05.425Z","pro-free-trial","auto","No","622","0","213416","206","214244","Included"
"2025-09-01T09:25:29.834Z","pro-free-trial","auto","No","722","0","212141","143","213006","Included"
"2025-09-01T09:24:17.745Z","pro-free-trial","auto","No","1348","0","314709","796","316853","Included"
"2025-09-01T09:23:48.931Z","pro-free-trial","auto","No","737","0","207928","210","208875","Included"
"2025-09-01T09:22:24.781Z","pro-free-trial","auto","No","1218","0","308971","441","310630","Included"
"2025-09-01T09:21:06.000Z","pro-free-trial","auto","No","1345","0","304617","702","306664","Included"
"2025-09-01T09:20:48.461Z","pro-free-trial","auto","No","607","0","201500","192","202299","Included"
"2025-09-01T09:19:46.281Z","pro-free-trial","auto","No","539","0","200406","124","201069","Included"
"2025-09-01T09:19:28.871Z","pro-free-trial","auto","No","631","0","199146","252","200029","Included"
"2025-09-01T09:18:13.620Z","pro-free-trial","auto","No","655","0","197839","242","198736","Included"
"2025-09-01T09:17:32.494Z","pro-free-trial","auto","No","739","0","196510","207","197456","Included"
"2025-09-01T09:17:01.247Z","pro-free-trial","auto","No","1109","0","291921","508","293538","Included"
"2025-09-01T09:16:46.835Z","pro-free-trial","auto","No","752","0","192758","339","193849","Included"
"2025-09-01T09:16:06.013Z","pro-free-trial","auto","No","596","0","191445","341","192382","Included"
"2025-09-01T09:15:44.358Z","pro-free-trial","auto","No","557","0","190336","202","191095","Included"
"2025-09-01T09:15:24.108Z","pro-free-trial","auto","No","726","0","189053","195","189974","Included"
"2025-09-01T09:14:57.697Z","pro-free-trial","auto","No","994","0","280814","533","282341","Included"
"2025-09-01T09:14:35.996Z","pro-free-trial","auto","No","683","0","185638","204","186525","Included"
"2025-09-01T09:14:18.627Z","pro-free-trial","auto","No","850","0","184061","332","185243","Included"
"2025-09-01T09:13:43.222Z","pro-free-trial","auto","No","1612","0","272245","858","274715","Included"
"2025-09-01T09:12:44.246Z","pro-free-trial","auto","No","1362","0","267717","708","269787","Included"
"2025-09-01T09:11:51.518Z","pro-free-trial","auto","No","1622","0","439475","486","441583","Included"
"2025-09-01T09:11:09.376Z","pro-free-trial","auto","No","1210","0","259422","433","261065","Included"
"2025-09-01T09:10:18.159Z","pro-free-trial","auto","No","2145","0","168001","1351","171497","Included"
"2025-09-01T09:10:00.810Z","pro-free-trial","auto","No","561","0","166893","117","167571","Included"
"2025-09-01T09:09:47.983Z","pro-free-trial","auto","No","690","0","165590","201","166481","Included"
"2025-09-01T09:09:05.921Z","pro-free-trial","auto","No","716","0","164165","309","165190","Included"
"2025-09-01T09:08:47.124Z","pro-free-trial","auto","No","639","0","162827","279","163745","Included"
"2025-09-01T09:06:55.024Z","pro-free-trial","auto","No","799","0","161473","142","162414","Included"
"2025-09-01T09:06:11.615Z","pro-free-trial","auto","No","2089","0","475377","925","478391","Included"
"2025-09-01T09:05:55.426Z","pro-free-trial","auto","No","609","0","155838","212","156659","Included"
"2025-09-01T09:05:32.616Z","pro-free-trial","auto","No","916","0","154244","228","155388","Included"
"2025-09-01T09:04:41.329Z","pro-free-trial","auto","No","1512","0","227421","735","229668","Included"
"2025-09-01T09:03:39.636Z","pro-free-trial","auto","No","900","0","149365","396","150661","Included"
"2025-09-01T09:03:22.791Z","pro-free-trial","auto","No","3388","0","144853","612","148853","Included"
"2025-09-01T09:03:04.793Z","pro-free-trial","auto","No","2037","0","144101","445","146583","Included"
"2025-09-01T09:02:48.166Z","Errored, Not Charged","auto","No","1298","0","69974","818","72090","Included"
"2025-09-01T09:02:34.158Z","Errored, Not Charged","auto","No","148","0","69827","651","70626","Included"
"2025-09-01T09:01:56.036Z","pro-free-trial","auto","No","540","0","139663","166","140369","Included"
"2025-09-01T09:01:39.630Z","pro-free-trial","auto","No","549","0","138574","169","139292","Included"
"2025-09-01T09:01:27.801Z","pro-free-trial","auto","No","3523","0","134500","180","138203","Included"
"2025-09-01T09:00:45.592Z","pro-free-trial","auto","No","3521","0","198644","2157","204322","Included"
"2025-09-01T09:00:34.978Z","Errored, Not Charged","auto","No","224","0","64669","510","65403","Included"
"2025-09-01T09:00:19.136Z","pro-free-trial","auto","No","825","0","128173","187","129185","Included"
"2025-09-01T08:59:37.202Z","pro-free-trial","auto","No","1315","0","188637","766","190718","Included"
"2025-09-01T08:59:18.858Z","Errored, Not Charged","auto","No","343","0","62192","0","62535","Included"
"2025-09-01T08:58:51.445Z","pro-free-trial","auto","No","919","0","122952","429","124300","Included"
"2025-09-01T08:58:12.663Z","pro-free-trial","auto","No","2025","0","239621","920","242566","Included"
"2025-09-01T08:55:58.011Z","pro-free-trial","auto","No","664","0","117351","339","118354","Included"
"2025-09-01T08:55:45.741Z","pro-free-trial","auto","No","848","0","115818","263","116929","Included"
"2025-09-01T08:55:31.563Z","pro-free-trial","auto","No","888","0","114071","439","115398","Included"
"2025-09-01T08:54:58.351Z","pro-free-trial","auto","No","1365","0","111433","632","113430","Included"
"2025-09-01T08:54:37.029Z","pro-free-trial","auto","No","1722","0","108024","917","110663","Included"
"2025-09-01T08:54:21.847Z","pro-free-trial","auto","No","1301","0","105354","718","107373","Included"
"2025-09-01T08:53:28.405Z","pro-free-trial","auto","No","1064","0","103304","544","104912","Included"
"2025-09-01T08:52:22.516Z","pro-free-trial","auto","No","2798","0","147608","1353","151759","Included"
"2025-09-01T08:52:06.196Z","pro-free-trial","auto","No","926","0","95775","473","97174","Included"
